"Identifiant station","Nom de la Station","Nom de la ligne","Niveau de pollution aux particules","Niveau de pollution","Incertitude","Recommandation de surveillance","Action(s) QAI en cours","Lien vers les mesures en direct","Durée des mesures","stop_lon","stop_lat","point_geo","pollution_air","niveau","actions","niveau_pollution"
"IDFM:22077","Porte de Vincennes","Métro 1","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.4108049967015,48.8470077310886,"48.84700773108863, 2.4108049967015006","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463262","Porte des Lilas","Métro 3B","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.4069512666209,48.8766399970349,"48.87663999703494, 2.4069512666209","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463235","Porte d'Italie","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35952973310717,48.8191065965587,"48.81910659655869, 2.3595297331071694","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:24684","Pré-Saint-Gervais","Métro 7B","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.39858077069353,48.8801595806643,"48.8801595806643, 2.398580770693528","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462962","République","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36314940690038,48.8674216100271,"48.86742161002706, 2.363149406900382","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22002","Richard-Lenoir","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.37181363047695,48.8598769378687,"48.859876937868705, 2.371813630476951","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22196","Richelieu - Drouot","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3384190255428,48.8717392091026,"48.87173920910264, 2.3384190255427955","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22371","Riquet","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37376415270126,48.8881082945336,"48.88810829453359, 2.3737641527012556","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:462969","Saint-Lazare","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32747023730328,48.875594817797,"48.875594817796994, 2.327470237303278","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22218","Saint-Lazare","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32548839067261,48.875381316008,"48.87538131600797, 2.325488390672613","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:462972","Saint-Lazare","Métro 14","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.32402589612468,48.875660854672,"48.875660854671985, 2.3240258961246782","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22074","Saint-Paul (Le Marais)","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3608852562752,48.8551874216044,"48.85518742160445, 2.3608852562751967","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22201","Saint-Sébastien - Froissart","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36737035778961,48.8609867079799,"48.86098670797991, 2.367370357789606","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22133","Simplon","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34779496818712,48.8938152613519,"48.8938152613519, 2.347794968187123","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463267","Tolbiac","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35701856773816,48.8261532373434,"48.82615323734341, 2.357018567738162","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22109","Victor Hugo","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.28590200062206,48.8698545716049,"48.8698545716049, 2.2859020006220643","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22400","Villejuif - Louis Aragon","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36783901176962,48.7875371709989,"48.78753717099888, 2.36783901176962","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22027","Villiers","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31581509264638,48.8810731830756,"48.88107318307563, 2.315815092646378","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463052","Alma - Marceau","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.30110435239267,48.8646471479058,"48.86464714790582, 2.3011043523926706","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22036","Anatole France","Métro 3","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.28498169634032,48.892206617614,"48.892206617614, 2.2849816963403193","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:483277","Barbara","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3174992240284,48.8097902543071,"48.80979025430712, 2.3174992240284045","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463035","Billancourt","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.23789110103803,48.8319199740545,"48.83191997405451, 2.237891101038026","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463113","Blanche","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.33248437543436,48.8837663544772,"48.88376635447715, 2.3324843754343627","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463115","Bonne Nouvelle","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34849612254236,48.8704814458048,"48.87048144580479, 2.348496122542364","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463139","Cadet","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34438388377966,48.8760483801313,"48.87604838013132, 2.3443838837796562","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22090","Champs-Elysées - Clemenceau","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31439729202524,48.8675839595526,"48.867583959552555, 2.314397292025236","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:21985","Chardon Lagache","Métro 10","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.26690547594029,48.8450882991788,"48.84508829917885, 2.26690547594029","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22367","Château Landon","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36201793551061,48.8784414557324,"48.87844145573239, 2.3620179355106075","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462944","Cluny - La Sorbonne","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34502188247446,48.8507937317205,"48.850793731720536, 2.3450218824744566","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22061","Corentin Celton","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.27895866052564,48.8268232951591,"48.826823295159116, 2.2789586605256367","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:490770","Coteaux Beauclair","Métro 11","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.46736478044959,48.882122126895,"48.88212212689498, 2.4673647804495924","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:463103","Denfert-Rochereau","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33280377628983,48.8342498673289,"48.83424986732888, 2.332803776289825","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22172","Edgar Quinet","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32537496360891,48.8409804463282,"48.84098044632817, 2.3253749636089105","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463069","Europe","Métro 3","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32218591952051,48.8787531640448,"48.87875316404477, 2.32218591952051","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22393","Fort d'Aubervilliers","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.40407537727185,48.9147566550625,"48.91475665506255, 2.404075377271855","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462953","Gabriel Péri","Métro 13","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29460408001733,48.9163474181467,"48.916347418146714, 2.29460408001733","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463188","Havre-Caumartin","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.3276772082794,48.8737568325288,"48.8737568325288, 2.327677208279404","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:21906","Havre-Caumartin","Métro 3","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32746279842351,48.873467839378,"48.87346783937801, 2.3274627984235092","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463017","Hoche","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.4031141548944,48.8914957494373,"48.891495749437304, 2.403114154894396","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:490839","Hôpital Bicêtre","Métro 14","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.34994653323916,48.809971090726,"48.809971090725966, 2.349946533239157","pas de données","Pas de données",NA,"pas de données"
"IDFM:463061","Hôtel de Ville","Métro 11","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35142399194287,48.8576007363345,"48.85760073633446, 2.3514239919428728","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462982","La Chapelle","Métro 2","station aérienne","station aérienne",NA,"non","Action(s) d'amélioration de la qualité de l'air en cours","https://www.airparif.fr/",NA,2.36043033616214,48.8844764834096,"48.88447648340964, 2.360430336162137","station aérienne","Station aérienne","Action(s) d'amélioration de la qualité de l'air en cours","station aérienne"
"IDFM:22192","La Tour-Maubourg","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31058878987399,48.857669229564,"48.85766922956403, 2.3105887898739876","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463206","Le Peletier","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.34020645945634,48.8748517936707,"48.874851793670715, 2.340206459456337","pollution faible - incertitude forte","Pollution faible","Action(s) d'amélioration de la qualité de l'air en cours","pollution faible"
"IDFM:22203","Ledru-Rollin","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.37614122331859,48.8513377667984,"48.85133776679838, 2.3761412233185926","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463218","Louvre - Rivoli","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34099642727202,48.8609073342633,"48.86090733426327, 2.3409964272720227","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22238","Mairie de Clichy","Métro 13","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.30584840635789,48.9034989746267,"48.90349897462669, 2.3058484063578857","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:480330","Mairie de Saint-Ouen","Métro 14","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33354580721327,48.911642175525,"48.91164217552501, 2.3335458072132695","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463212","Mairie de Saint-Ouen","Métro 13","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33389308068536,48.9119588647325,"48.911958864732505, 2.333893080685357","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462973","Marcadet - Poissonniers","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35002462180702,48.8915476028543,"48.89154760285429, 2.3500246218070155","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21907","Michel-Ange - Auteuil","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.26398952533333,48.8479753541763,"48.84797535417627, 2.263989525333329","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21982","Mirabeau","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.27306412637283,48.847077507346,"48.84707750734599, 2.2730641263728333","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463241","Montgallet","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.39040001363536,48.8440050757089,"48.84400507570895, 2.3904000136353645","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22143","Montparnasse Bienvenue","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32432946077911,48.8438525145258,"48.84385251452581, 2.3243294607791096","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22195","Opéra","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33213507292529,48.8705981224867,"48.87059812248669, 2.332135072925294","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22381","Opéra","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33243878081449,48.8703030339099,"48.87030303390994, 2.3324387808144875","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22005","Ourcq","Métro 5","pollution élevée","ELEVE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.38667653560199,48.8871499028366,"48.88714990283661, 2.3866765356019912","pollution élevée - incertitude forte","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:22079","Palais Royal - Musée du Louvre","Métro 1","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33645436775425,48.8622222655741,"48.86222226557415, 2.3364543677542517","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22112","Père Lachaise","Métro 2","pollution élevée","ELEVE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.38768932606569,48.8624863786267,"48.86248637862667, 2.3876893260656895","pollution élevée - incertitude forte","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:463229","Pernety","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31832365973602,48.8341637209709,"48.83416372097089, 2.318323659736018","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22040","Pigalle","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33718400910534,48.8820117884111,"48.882011788411084, 2.3371840091053384","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22377","Poissonnière","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34873975139007,48.8771648492502,"48.87716484925024, 2.3487397513900734","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:480286","Pont Cardinet","Métro 14","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.315190864885,48.8881023898884,"48.888102389888395, 2.3151908648850013","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463233","Pont de Sèvres","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.23050521708855,48.8296691907461,"48.82966919074605, 2.2305052170885546","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22208","Porte de Charenton","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.40251187285007,48.8334492228795,"48.83344922287947, 2.402511872850073","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463073","Porte de Clignancourt","Métro 4","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34462409910279,48.897525631278,"48.897525631278015, 2.344624099102791","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463280","Porte de Pantin","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.39212297232815,48.8884592113468,"48.88845921134684, 2.3921229723281483","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463259","Porte de Saint-Cloud","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.25678949642071,48.8379972828738,"48.83799728287381, 2.2567894964207142","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463029","Porte d'Ivry","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36929497822331,48.8213529883369,"48.821352988336876, 2.369294978223312","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463288","Quai de la Gare","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.37276624894817,48.8370742706096,"48.8370742706096, 2.372766248948172","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:463290","Ranelagh","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.26994815793464,48.8555035583956,"48.85550355839564, 2.269948157934635","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:21921","Richelieu - Drouot","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.33859122153854,48.872135870318,"48.872135870317955, 2.3385912215385414","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463296","Rome","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.32135917382297,48.8823458187961,"48.88234581879614, 2.3213591738229726","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22442","Rue des Boulets","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.38910470503224,48.8522140733319,"48.85221407333194, 2.3891047050322425","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:21910","Saint-Ambroise","Métro 9","pollution moyenne","MOYENNE","Évaluation : campagne de mesure ponctuelle","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,"campagne de mesure ponctuelle",2.37388053821155,48.8614166579092,"48.86141665790915, 2.3738805382115475","pollution moyenne - incertitude faible","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:21911","Saint-Augustin","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.3210135978086,48.8745466129349,"48.87454661293485, 2.3210135978085997","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:490794","Saint-Denis - Pleyel","Métro 14","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.34588612982306,48.9187337556799,"48.91873375567987, 2.345886129823062","pas de données","Pas de données",NA,"pas de données"
"IDFM:22242","Saint-Denis - Université","Métro 13","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36449429051032,48.9459114588839,"48.945911458883856, 2.3644942905103172","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22217","Saint-François-Xavier","Métro 13","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31440740352873,48.8512787565696,"48.8512787565696, 2.314407403528732","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22160","Saint-Jacques","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.33715437092501,48.8329160062192,"48.832916006219165, 2.337154370925007","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:462915","Saint-Philippe-du-Roule","Métro 9","pollution élevée","ELEVE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.31013720568782,48.8721551310774,"48.87215513107743, 2.3101372056878247","pollution élevée - incertitude forte","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:463308","Saint-Placide","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32705481506631,48.8470066515894,"48.84700665158937, 2.327054815066312","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463315","Ségur","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.30713784940338,48.847167269995,"48.847167269995026, 2.307137849403385","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
